URL,Name,Citation,Department,Title,Edu1,Edu2,Edu3,PhD_School,PhD_Major,BA_School,BA_Country,US or Not,Rank,Current
https://www.gsb.stanford.edu/faculty-research/faculty/darrell-duffie,Darrell Duffie,60835,Finance,The Adams Distinguished Professor of Management and Professor of Finance,"PhD, Stanford University, 1984","MEc, University of New England, 1980","BScE, University of New Brunswick, 1975",Stanford,,University of New Brunswick,Canada,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/jennifer-eberhardt,Jennifer Eberhardt,,Organizational Behavior,The William R. Kimball Professor,"PhD, Harvard University, 1993","MA, Harvard University, 1990","BA, University of Cincinnati, 1987",Harvard,,University of Cincinnati,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/liran-einav,Liran Einav,13652,Economics,"Professor of Economics, School of Humanities and Sciences","PhD in Economics, Harvard University, 2002","MA in Economics, Harvard University, 2000","BA in Computer Science and Economics, Tel Aviv University, Israel, 1997",Harvard,Economics,Tel Aviv University,Israel,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/yossi-feinberg,Yossi Feinberg,,Economics,The Adams Distinguished Professor of Management and Professor of Economics,"PhD, The Hebrew University of Jerusalem, 1997","MSc, The Hebrew University of Jerusalem, 1996","BSc, The Hebrew University of Jerusalem, 1991", The Hebrew University of Jerusalem,, The Hebrew University of Jerusalem,Israel,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/francis-j-flynn,Francis J. Flynn,,Organizational Behavior,The Paul E. Holden Professor of Organizational Behavior,"PhD in Organizational Behavior, UC Berkeley, 2000","MS in Business, UC Berkeley, 1999","BBA, University of Notre Dame, 1994",Berkeley,Organizational Behavior,University of Notre Dame,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/octavia-dana-foarta,Dana Foarta,146,Political Economy,Assistant Professor of Political Economy,"PhD, Economics, Massachusetts Institute of Technology, 2014","BA, Economics & Mathematics, Amherst College, 2009",,MIT,Economics,Amherst College,USA,USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/george-foster,George Foster,13754,Accounting,The Konosuke Matsushita Professor of Management,"Doctor Honoris Causa, University of Vaasa","Doctor Honoris Causa, University of Ghent","PhD, Stanford University",Stanford,,University of Sydney,Australia,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/michele-j-gelfand,Michele J. Gelfand,55607,Organizational Behavior,The John H. Scully Professor in Cross-Cultural Management and Professor of Organizational Behavior,"PhD in Social and Organizational Psychology, University of Illinois, Urbana-Champaign, 1996",,,UIUC,Social and Organizational Psychology,Colgate University,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/brandon-gipper,Brandon Gipper,816,Accounting,Associate Professor of Accounting,"BS, Economics and Mathematics, University of Michigan, 2008","Master of Accounting, University of Michigan Stephen M. Ross School of Business, 2009","PhD, Accounting, University of Chicago Booth School of Business",Chicago,Accounting,University of Michigan,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/amir-goldberg,Amir Goldberg,2355,Organizational Behavior,Associate Professor of Organizational Behavior,"PhD Sociology, Princeton University","MA Sociology, Goldsmiths College, University of London","BA Computer Science & Film Studies (double major), Tel Aviv University",Princeton,Sociology,Tel Aviv University,Israel,Non-USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/samuel-goldberg,Samuel Goldberg,324,Marketing,Assistant Professor of Marketing,"PhD in Marketing; Kellogg School of Management, Northwestern University; 2022","BS in Physics & Economics, Brandeis University, 2014",,Northwestern,Marketing,Brandeis University,USA,USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/joe-maxwell-golden,Joe Maxwell Golden,,Economics,,"PhD in Economics, University of Michigan, 2014","MA in Economics, University of Michigan, 2011","BS in Math and BS in Economics, University of Michigan, 2007", University of Michigan,Economics,University of Michigan,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/steven-grenadier,Steven Grenadier,7682,Finance,The William F. Sharpe Professor of Financial Economics,"PhD, Harvard University, 1992","BS, University of California, Berkeley, 1987",,Harvard,,Berkely,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/deborah-h-gruenfeld,Deborah H. Gruenfeld,18554,Organizational Behavior,The Joseph McDonald Professor and Professor of Organizational Behavior,"PhD, University of Illinois, 1993","MS, New York University, 1985","BA, Cornell University, 1983", University of Illinois,,Cornell,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/yonatan-gur,Yonatan Gur,1323,"Operations, Information & Technology","Associate Professor of Operations, Information & Technology","PhD, Columbia University, 2014","MS, Tel Aviv University, 2009","BS, Tel Aviv University, 2007",Columbia,,Tel Aviv University,Israel,Non-USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/nir-halevy,Nir Halevy,5124,Organizational Behavior,The Jagdeep and Roshni Singh Professor of Organizational Behavior,"PhD  Social Psychology and Management, Hebrew University","MA   Social and Organizational Psychology, Hebrew University","BA   Psychology and International Relations, Hebrew University",Hebrew University,Social Psychology and Management,Hebrew University,Israel,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/andrew-b-hall,Andrew B. Hall,3090,Political Economy,The Davies Family Professor of Political Economy,,,,Harvard,Political Science,Stanford,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/bard-harstad,Bad Harstad,2497,Political Economy,The David S. Lobel Professor in Business and Sustainability and Professor of Political Economy,,,,Stockholm University,Economics,NTNU,,,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/wesley-hartmann,Wesley R. Hartmann,1599,Marketing,The John G. McCoy-Banc One Corporation Professor of Marketing,"PhD in Economics, UC Los Angeles, 2003","MA in Economics, UC Los Angeles, 2001","BA, UC Irvine, 1996",UCLA,Economics,UC Irvine,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/zhiguo-he,Zhiguo He,11575,Finance,James Irvin Miller Professor of Finance,"PhD in Finance, Northwestern University, Kellogg School of Management, 2008","MS in Finance, Tsinghua University, School of Economics and Management, 2001","BS in Economics, Tsinghua University, School of Economics and Management, 1999",Northwestern,Finance,Tsinghua University,China,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/benjamin-hebert,Benjamin Hebert,1500,Finance,Associate Professor of Finance,"PhD in Financial Economics, Macroeconomics, Contract Theory, Business Economics, Harvard University, 2015","SB in Physics, Massachusetts Institute of Technology","SB in Computer Science and Engineering, Massachusetts Institute of Technology",Harvard,Financial Economics,MIT,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/han-hong,Han Hong,7299,Economics,"Professor of Economics, School of Humanities and Science","PhD in Economics, Stanford University, 1998","MS in Computer Science, Stanford University, 1998","MS in Statistics, Stanford University, 1997",Stanford,Economics,Zhongshan University,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/yue-hu,Yue Hu,,"Operations, Information & Technology","Assistant Professor of Operations, Information and Technology","PhD in Business: Decision/Risk/Operations, Columbia Business School, 2022","BS in Industrial Engineering and Mathematics, Northwestern University, 2017",,Columbia,"Decision, Risk, and Operations",Northwestern,USA,USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/szu-chi-huang,Szu-chi Huang,1156,Marketing,Associate Professor of Marketing,"PhD in Marketing, McCombs School of Business, University of Texas at Austin, 2013","MA in Advertising, University of Texas at Austin, 2008","BS in Business Administration (summa cum laude), National Taiwan University, Taiwan, 2002", University of Texas,Marketing,National Taiwan University,Taiwan,Non-USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/dan-andrei-iancu,Dan A. Iancu,1533,"Operations, Information & Technology","Associate Professor of Operations, Information & Technology","PhD in Operations Research, Massachusetts Institute of Technology,  2010","SM in Engineering Sciences, Harvard University, 2006","BS in Electrical Engineering and Computer Science,Yale University, 2004",MIT,Operations Research,Yale,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/guido-w-imbens,Guido W. Imbens,100554,Economics,The Applied Econometrics Professor and Professor of Economics,,,,Brown,Economics,,,,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/saumitra-jha,Saumitra Jha,1684,Political Economy,Associate Professor of Political Economy,"PhD, Economics, Stanford University, 2006","Master of Advanced Study: Mathematics (Part III), University of Cambridge, 2001","Master of Philosophy: Economics, Cambridge University, 2000",Stanford,Economics,,,,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/chad-jones,Charles I. Jones,49060,Economics,The STANCO 25 Professor of Economics,"PhD in Economics, MIT, 1993","AB, Summa cum laude, in Economics, Harvard University, 1989",, MIT,Economics,Harvard,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/omer-karaduman,Omer Karaduman,147,"Operations, Information & Technology","Assistant Professor of Operations, Information, and Technology","PhD in Economics, Massachusetts Institute of Technology, 2020","BA in Economics, Bilkent University, 2014",,MIT,Economics,Bilkent University,Turkey,Non-USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/ron-kasznik,Ron Kasznik,12864,Accounting,The Paul L. and Phyllis Wattis Professor of Management,"PhD, UC Berkeley, 1995","MS, Hebrew University of Jerusalem, 1994","BA, Hebrew University of Jerusalem, 1989",Berkeley,,Hebrew University of Jerusalem,Israel,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/john-d-kepler,John D. Kepler,731,Accounting,Associate Professor of Accounting,"PhD, Accounting, University of Pennsylvania, 2019","BA, Accounting and Finance, University of Washington, 2011",,UPENN,Accounting,University of Washington,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/daniel-philip-kessler,Daniel P. Kessler,9025,Political Economy,Professor of Political Economy,"PhD, MIT, 1994","JD, Stanford University, 1993","AB, Harvard University, 1988", MIT,,Harvard,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/jinhwan-kim,Jinhwan Kim,276,Accounting,Associate Professor of Accounting,"PhD in Accounting, MIT Sloan School of Management","MS in Applied Math, Columbia University","BS in Applied Math and Economics, Columbia University",MIT,Accounting,Columbia,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/yewon-kim,Yewon Kim,12,Marketing,Assistant Professor of Marketing,"PhD in Marketing, University of Chicago Booth School of Business, 2020","MS in Marketing, Seoul National University, 2015","BA in Art History, Washington University in St. Louis, 2012",Chicago,Marketing,Washington University in St. Louis,USA,USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/michal-kosinski,Michal Kosinski,21732,Organizational Behavior,Associate Professor of Organizational Behavior,"Phd in Psychology, University of Cambridge, 2014","MPhil in Psychometrics, University of Cambridge, 2009","MSC in Psychology, Warsaw School of Social Sciences and Humanities, 2008",Cambridge,Psychology,Warsaw School of Social Sciences and Humanities,Poland,Non-USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/arvind-krishnamurthy,Arvind Krishnamurthy,18499,Finance,The John S. Osterweis Professor of Finance,"BS, Economics, BSE, Electrical Engineering, University of Pennsylvania, 1990","PhD, Financial Economics, Massachusetts Institute of Technology, 1998",,MIT,Financial Economics,UPENN,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/lihua-lei,Lihua Lei,1825,Economics,Assistant Professor of Economics,"PhD in Statistics, University of California, Berkeley, 2019","BS in Mathematics and Statistics, Peking University, 2014","BA in Economics, Peking University, 2011??€?14",Berkeley,Statistics,Peking University,China,Non-USA,Assistant,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/rebecca-lester,Rebecca Lester,1107,Accounting,Associate Professor of Accounting,"PhD, Accounting, Massachusetts Institute of Technology, 2015","Masters of Accountancy, University of Tennessee, 2002","BS, Accounting, University of Tennessee, 2002",MIT,Accounting,University of Tennessee,USA,USA,Associate,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/jonathan-levav,Jonathan Levav,6042,Marketing,The King Philanthropies Professor of Marketing,,,,Duke,Marketing,Princeton,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/brian-lowery,Brian S. Lowery,,Organizational Behavior,The Walter Kenneth Kilpatrick Professor of Organizational Behavior,"PhD, University of California, Los Angeles, 2002","MA, University of California, Los Angeles, 1998","BS, University of Illinois at Urbana??€?Champaign, 1996",UCLA,,UIUC,USA,USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/hanno-lustig,Hanno Lustig,9569,Finance,The Mizuho Financial Group Professor of Finance,"PhD, Economics, Stanford University, 2002","MS in Economics, Catholic University of Louvain (Belgium), 1997","MA in Economics, Catholic University of Louvain (Belgium), 1997",Stanford,Economics,University Faculties St-Ignatius Antwerp,Belgium,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/matteo-maggiori,Matteo Maggiori,4678,Finance,The Moghadam Family Professor of Finance,,,,Berkeley,Finance,Luiss Guido Carli,Italy,Non-USA,Full,Stanford
https://www.gsb.stanford.edu/faculty-research/faculty/neale-mahoney,Neale Mahoney,3057,Economics,"Professor of Economics, School of Humanities and Sciences","PhD/MA in Economics, 2005??€?11","ScB in Applied Mathematics-Economics, 2005",,Stanford,Economics,Brown,USA,USA,Full,Stanford
